type,sex,speaker,vowel,repetition,f0,f1,f2,f3
w,f,51,u,1,233,370,933,2520
w,f,51,u,2,250,325,750,2500
w,f,51,3',1,225,450,1680,2050
w,f,51,3',2,233,466,1630,1865
w,f,52,i,1,200,320,2750,3100
w,f,52,i,2,178,356,2755,3200
w,f,52,I,1,194,388,2622,3050
w,f,52,I,2,194,426,2460,3040
w,f,52,E,1,187,592,2242,2765
w,f,52,E,2,191,535,2290,2870
w,f,52,{,1,188,750,2060,2770
w,f,52,{,2,162,650,2110,2618
w,f,52,V,1,187,618,1518,2700
w,f,52,V,2,183,624,1430,2660
w,f,52,A,1,163,766,1180,2340
w,f,52,A,2,167,750,1065,2640
w,f,52,O,1,170,595,918,2600
w,f,52,O,2,176,630,985,2630
w,f,52,U,1,200,420,1200,2600
w,f,52,U,2,200,460,1260,2640
w,f,52,u,1,187,375,1124,2685
w,f,52,u,2,188,375,1143,2700
w,f,52,3',1,180,504,1565,1835
w,f,52,3',2,183,513,1578,1830
w,f,53,i,1,280,357,2800,3360
w,f,53,i,2,275,340,2860,3350
w,f,53,I,1,290,480,2600,3060
w,f,53,I,2,292,465,2598,3060
w,f,53,E,1,250,700,2350,2980
w,f,53,E,2,240,737,2325,3100
w,f,53,{,1,200,960,2100,3000
w,f,53,{,2,217,1030,2200,3260
w,f,53,V,1,275,920,1512,2950
w,f,53,V,2,260,910,1688,3050
w,f,53,A,1,275,990,1237,2360
w,f,53,A,2,267,987,1172,3180
w,f,53,O,1,267,587,1068,3270
w,f,53,O,2,293,560,990,3150
w,f,53,U,1,275,520,1350,3190
w,f,53,U,2,280,510,1415,3130
w,f,53,u,1,300,420,1045,3060
w,f,53,u,2,300,390,960,3030
w,f,53,3',1,230,460,1860,2250
w,f,53,3',2,214,504,1820,2290
w,f,54,i,1,200,240,2760,3700
w,f,54,i,2,220,220,2850,3800
w,f,54,I,1,228,319,2500,3020
w,f,54,I,2,216,324,2500,3010
w,f,54,E,1,220,616,2380,2900
w,f,54,E,2,212,615,2300,2800
w,f,54,{,1,212,710,2120,2600
w,f,54,{,2,210,690,2250,2680
w,f,54,V,1,221,800,1520,2380
w,f,54,V,2,210,780,1470,2400
w,f,54,A,1,199,995,1392,2290
w,f,54,A,2,200,1000,1400,2440
w,f,54,O,1,205,656,944,2250
w,f,54,O,2,200,720,960,2380
w,f,54,U,1,223,335,1049,2470
w,f,54,U,2,210,420,1009,2300
w,f,54,u,1,219,329,877,2550
w,f,54,u,2,230,340,900,2530
w,f,54,3',1,206,400,1380,1560
w,f,54,3',2,201,400,1240,1480
w,f,55,i,1,220,286,2800,3550
w,f,55,i,2,241,289,2800,3400
w,f,55,I,1,225,383,2420,3080
w,f,55,I,2,240,384,2400,3050
w,f,55,E,1,209,418,2430,3110
w,f,55,E,2,230,460,2300,3050
w,f,55,{,1,187,861,2100,2800
w,f,55,{,2,224,896,2040,3000
w,f,55,V,1,218,654,1160,2800
w,f,55,V,2,230,690,1195,2770
w,f,55,A,1,208,860,1103,2700
w,f,55,A,2,212,806,1060,2850
w,f,55,O,1,202,606,910,2900
w,f,55,O,2,201,583,860,2840
w,f,55,U,1,225,340,900,2650
w,f,55,U,2,235,470,1100,2560
w,f,55,u,1,205,308,1025,2650
w,f,55,u,2,235,329,1151,2560
w,f,55,3',1,213,533,1425,1830
w,f,55,3',2,214,535,1412,1800
w,f,56,i,1,236,307,2670,3150
w,f,56,i,2,245,340,2700,3250
w,f,56,I,1,231,417,2300,3000
w,f,56,I,2,239,410,2200,2910
w,f,56,E,1,222,644,2250,3000
w,f,56,E,2,224,670,2300,2880
w,f,56,{,1,224,784,1800,2750
w,f,56,{,2,234,820,1750,2890
w,f,56,V,1,225,765,1300,2700
w,f,56,V,2,221,730,1390,2790
w,f,56,A,1,225,834,1282,2800
w,f,56,A,2,212,850,1270,2760
w,f,56,O,1,229,688,1029,2750
w,f,56,O,2,222,670,1040,2640
w,f,56,U,1,251,427,1506,2640
w,f,56,U,2,240,460,1370,2610
w,f,56,u,1,236,378,1416,2580
w,f,56,u,2,239,380,1430,2610
w,f,56,3',1,230,460,1200,1909
w,f,56,3',2,225,410,1580,1800
w,f,57,i,1,256,384,2860,3210
w,f,57,i,2,250,375,3000,3400
w,f,57,I,1,230,460,2665,3140
w,f,57,I,2,233,467,2680,3150
w,f,57,E,1,229,640,2400,2860
w,f,57,E,2,233,630,2530,3030
w,f,57,{,1,233,700,2560,3150
w,f,57,{,2,225,675,2510,3145
w,f,57,V,1,240,768,1440,2855
w,f,57,V,2,234,794,1447,2920
w,f,57,A,1,227,978,1362,2724
w,f,57,A,2,233,933,1350,2610
w,f,57,O,1,240,700,1080,2810
w,f,57,O,2,240,720,1090,2840
w,f,57,U,1,243,500,1215,2870
w,f,57,U,2,239,500,1240,2860
w,f,57,u,1,263,470,1000,2820
w,f,57,u,2,272,378,950,2990
w,f,57,3',1,243,480,1410,1700
w,f,57,3',2,243,493,1580,1775
w,f,58,i,1,268,320,2900,3200
w,f,58,i,2,263,290,2750,3050
w,f,58,I,1,258,460,2380,2940
w,f,58,I,2,251,480,2260,2980
w,f,58,E,1,246,640,2220,2900
w,f,58,E,2,250,670,2250,2960
w,f,58,{,1,243,950,1970,2890
w,f,58,{,2,244,980,1950,2920
w,f,58,V,1,251,750,1280,2760
w,f,58,V,2,258,770,1340,2800
w,f,58,A,1,250,950,1130,3160
w,f,58,A,2,256,850,1150,2940
w,f,58,O,1,242,530,870,2680
w,f,58,O,2,250,600,900,2770
w,f,58,U,1,250,600,1225,2500
w,f,58,U,2,264,630,1320,2560
w,f,58,u,1,258,440,1290,2530
w,f,58,u,2,269,460,1080,2640
w,f,58,3',1,250,600,1500,2000
w,f,58,3',2,254,610,1520,1950
w,f,59,i,1,234,280,2690,3040
w,f,59,i,2,261,280,2740,2980
w,f,59,I,1,260,470,2500,3400
w,f,59,I,2,262,440,2480,3240
w,f,59,E,1,242,730,2300,3100
w,f,59,E,2,260,750,2340,3120
w,f,59,{,1,233,860,2070,2880
w,f,59,{,2,240,890,1920,2710
w,f,59,V,1,257,770,1540,2840
w,f,59,V,2,257,800,1410,2860
w,f,59,A,1,240,790,1250,3080
w,f,59,A,2,241,820,1210,2960
w,f,59,O,1,234,408,695,3040
w,f,59,O,2,246,420,590,3100
w,f,59,U,1,251,500,1230,2520
w,f,59,U,2,256,480,1230,2750
w,f,59,u,1,263,419,1050,2850
w,f,59,u,2,278,390,1060,2800
w,f,59,3',1,220,420,1720,1900
w,f,59,3',2,255,510,1680,1890
w,f,60,i,1,208,270,2820,3450
w,f,60,i,2,225,250,2880,3350
w,f,60,I,1,220,370,2530,3060
w,f,60,I,2,250,400,2600,3120
w,f,60,E,1,214,640,2360,3020
w,f,60,E,2,219,650,2430,3040
w,f,60,{,1,205,900,2090,3000
w,f,60,{,2,200,860,2160,2870
w,f,60,V,1,214,750,1540,2800
w,f,60,V,2,214,770,1530,2780
w,f,60,A,1,195,920,1350,2550
w,f,60,A,2,210,920,1470,2690
w,f,60,O,1,194,720,1110,2420
w,f,60,O,2,200,700,1100,2780
w,f,60,U,1,222,470,1200,2900
w,f,60,U,2,237,470,1190,2800
w,f,60,u,1,240,380,980,3100
w,f,60,u,2,188,340,920,3050
w,f,60,3',1,222,530,1670,2050
w,f,60,3',2,200,500,1720,1900
w,f,61,i,1,258,310,2740,3200
w,f,61,i,2,262,262,2680,3170
w,f,61,I,1,262,450,2310,3020
w,f,61,I,2,263,472,2270,2950
w,f,61,E,1,245,640,1980,2920
w,f,61,E,2,235,700,2110,2940
w,f,61,{,1,194,810,1860,2620
w,f,61,{,2,234,890,1800,2700
w,f,61,V,1,230,710,1340,2780
w,f,61,V,2,245,740,1470,2940
w,f,61,A,1,225,830,1020,2650
w,f,61,A,2,219,830,1095,2610
w,f,61,O,1,240,600,850,2760
w,f,61,O,2,253,455,810,2750
w,f,61,U,1,282,400,1070,2530
w,f,61,U,2,250,450,1050,2450
w,f,61,u,1,260,290,670,2380
w,f,61,u,2,275,330,630,2460
w,f,61,3',1,240,500,1630,2040
w,f,61,3',2,243,490,1580,2190
c,f,62,i,1,228,460,3300,3950
c,f,62,i,2,200,400,3400,3850
c,f,62,I,1,205,600,2550,4000
c,f,62,I,2,205,610,2500,4100
c,f,62,E,1,225,600,2750,3600
c,f,62,E,2,210,760,2500,3850
c,f,62,{,1,200,1000,2300,3900
c,f,62,{,2,200,800,2500,4050
c,f,62,V,1,200,1000,1750,3550
c,f,62,V,2,223,1110,1690,4040
c,f,62,A,1,205,1220,1560,3650
c,f,62,A,2,200,1300,1800,3450
c,f,62,O,1,219,660,1100,3850
c,f,62,O,2,217,690,1090,3900
c,f,62,U,1,206,620,1420,3700
c,f,62,U,2,220,620,1410,3520
c,f,62,u,1,233,440,900,3900
c,f,62,u,2,200,400,650,3800
c,f,62,3',1,210,610,2300,2900
c,f,62,3',2,200,450,2150,2550
c,f,63,i,1,290,320,3500,4260
c,f,63,i,2,305,350,3400,4100
c,f,63,I,1,322,640,3200,3660
c,f,63,I,2,325,650,3000,3800
c,f,63,E,1,270,850,2900,3680
c,f,63,E,2,285,700,3120,3750
c,f,63,{,1,256,1130,2560,3500
c,f,63,{,2,285,1140,2000,3560
c,f,63,V,1,310,1130,1740,3670
c,f,63,V,2,300,1000,1800,3450
c,f,63,A,1,265,1170,1500,3440
c,f,63,A,2,283,980,1300,3100
c,f,63,O,1,265,530,1060,3450
c,f,63,O,2,272,540,1080,3000
c,f,63,U,1,285,560,1440,3500
c,f,63,U,2,294,570,1450,3500
c,f,63,u,1,333,350,1280,3650
c,f,63,u,2,290,340,1160,2950
c,f,63,3',1,275,560,1740,2460
c,f,63,3',2,302,600,1800,2200
c,m,64,i,1,240,380,3140,3700
c,m,64,i,2,258,310,3350,3650
c,m,64,I,1,290,580,2760,3400
c,m,64,I,2,250,500,2660,3500
c,m,64,E,1,250,780,2450,3400
c,m,64,E,2,240,672,2550,3400
c,m,64,{,1,240,660,2900,3370
c,m,64,{,2,215,760,2850,3300
c,m,64,V,1,250,880,1500,3200
c,m,64,V,2,243,850,1700,3250
c,m,64,A,1,250,940,1380,2400
c,m,64,A,2,276,1200,1500,3160
c,m,64,O,1,250,750,1250,3450
c,m,64,O,2,225,675,950,3240
c,m,64,U,1,300,610,1500,3300
c,m,64,U,2,275,500,1370,3500
c,m,64,u,1,256,300,1280,3150
c,m,64,u,2,250,400,1300,3700
c,m,64,3',1,250,500,1540,1700
c,m,64,3',2,242,580,1620,1790
c,f,65,i,1,291,410,3200,3800
c,f,65,i,2,264,420,3400,3900
c,f,65,I,1,291,580,2900,3820
c,f,65,I,2,280,560,2840,3900
c,f,65,E,1,292,810,2640,4200
c,f,65,E,2,270,780,2720,4100
c,f,65,{,1,270,1080,2480,3950
c,f,65,{,2,245,1050,2420,4000
c,f,65,V,1,286,970,1600,3950
c,f,65,V,2,250,800,1680,3800
c,f,65,A,1,275,1040,1350,3850
c,f,65,A,2,250,1100,1460,4250
c,f,65,O,1,286,770,1150,3950
c,f,65,O,2,273,710,1200,3900
c,f,65,U,1,285,680,1420,3800
c,f,65,U,2,278,640,1350,3950
c,f,65,u,1,300,420,1110,3640
c,f,65,u,2,280,505,1050,3400
c,f,65,3',1,320,640,1940,2820
c,f,65,3',2,265,610,2100,2600
c,f,66,i,1,330,460,2800,3550
c,f,66,i,2,333,490,2730,3550
c,f,66,I,1,310,560,2500,3450
c,f,66,I,2,310,580,2500,3450
c,f,66,E,1,286,800,2300,3750
c,f,66,E,2,310,835,2420,3740
c,f,66,{,1,282,950,2150,3650
c,f,66,{,2,310,1000,2150,3700
c,f,66,V,1,293,880,1700,3750
c,f,66,V,2,340,900,1600,3650
c,f,66,A,1,299,990,1410,3750
c,f,66,A,2,280,1050,1320,3730
c,f,66,O,1,285,770,940,3750
c,f,66,O,2,333,680,1020,3700
c,f,66,U,1,322,550,1195,3750
c,f,66,U,2,350,550,1340,3500
c,f,66,u,1,316,600,1200,3600
c,f,66,u,2,345,550,1100,3470
c,f,66,3',1,310,805,1705,2420
c,f,66,3',2,310,710,1700,2400
c,f,67,i,1,210,340,3400,4320
c,f,67,i,2,227,590,3610,4220
c,f,67,I,1,235,680,3250,4380
c,f,67,I,2,220,440,3000,3790
c,f,67,E,1,212,660,2900,3610
c,f,67,E,2,216,610,2760,3650
c,f,67,{,1,214,1240,2700,3640
c,f,67,{,2,215,1050,2550,3550
c,f,67,V,1,216,820,1470,3500
c,f,67,V,2,211,970,1410,3200
c,f,67,A,1,218,1090,1380,3050
c,f,67,A,2,212,860,1250,2800
c,f,67,O,1,211,800,1220,3700
c,f,67,O,2,214,640,1070,3000
c,f,67,U,1,219,660,1360,3700
c,f,67,U,2,214,730,1500,3600
c,f,67,u,1,220,620,1100,3250
c,f,67,u,2,216,600,1280,3650
c,f,67,3',1,222,670,2130,2360
c,f,67,3',2,205,760,2240,2460
c,f,68,i,1,253,330,3250,3720
c,f,68,i,2,262,340,3100,3400
c,f,68,I,1,250,500,2500,3640
c,f,68,I,2,278,530,2630,3640
c,f,68,E,1,255,710,2550,3560
c,f,68,E,2,250,750,2480,3470
c,f,68,{,1,233,1140,2260,3640
c,f,68,{,2,245,1110,2230,3380
c,f,68,V,1,256,770,1540,3500
c,f,68,V,2,257,800,1490,3300
c,f,68,A,1,240,940,1400,3400
c,f,68,A,2,245,930,1370,3120
c,f,68,O,1,240,530,860,3400
c,f,68,O,2,240,520,910,3420
c,f,68,U,1,255,510,1250,3320
c,f,68,U,2,260,520,1140,3320
c,f,68,u,1,274,360,660,3050
c,f,68,u,2,260,310,730,3500
c,f,68,3',1,250,550,1500,1800
c,f,68,3',2,239,480,1650,1960
c,m,69,i,1,250,300,2950,3600
c,m,69,i,2,270,320,3210,3600
c,m,69,I,1,290,550,2610,3560
c,m,69,I,2,286,540,2570,3600
c,m,69,E,1,280,700,2500,3580
c,m,69,E,2,263,600,2360,3400
c,m,69,{,1,260,970,2400,3200
c,m,69,{,2,250,950,2270,3200
c,m,69,V,1,270,780,1650,3350
c,m,69,V,2,250,720,1500,3240
c,m,69,A,1,278,950,1200,2950
c,m,69,A,2,250,920,1080,2770
c,m,69,O,1,262,790,1050,2900
c,m,69,O,2,250,750,1000,2500
c,m,69,U,1,275,540,1430,3320
c,m,69,U,2,263,530,1580,3200
c,m,69,u,1,295,420,1500,3010
c,m,69,u,2,260,450,1330,2840
c,m,69,3',1,272,570,1880,2400
c,m,69,3',2,255,510,1610,1910
c,m,70,i,1,235,280,2820,3400
c,m,70,i,2,244,317,3125,3500
c,m,70,I,1,230,460,2520,3300
c,m,70,I,2,212,420,2480,3140
c,m,70,E,1,235,657,2300,3300
c,m,70,E,2,232,672,2275,3300
c,m,70,{,1,231,808,1950,3300
c,m,70,{,2,225,870,2000,3200
c,m,70,V,1,236,706,1410,3200
c,m,70,V,2,211,720,1480,2880
c,m,70,A,1,250,950,1350,3100
c,m,70,A,2,227,910,1360,2950
c,m,70,O,1,203,700,1120,3070
c,m,70,O,2,230,690,920,2760
c,m,70,U,1,250,475,1250,3150
c,m,70,U,2,212,460,1210,2750
c,m,70,u,1,244,403,1100,2950
c,m,70,u,2,242,363,920,2900
c,m,70,3',1,226,452,1580,1810
c,m,70,3',2,232,510,1550,1740
c,m,71,i,1,230,280,3140,3830
c,m,71,i,2,250,300,3400,3950
c,m,71,I,1,225,450,2700,3650
c,m,71,I,2,250,400,2840,3700
c,m,71,E,1,215,580,2650,3550
c,m,71,E,2,220,620,2660,3770
c,m,71,{,1,240,910,2370,3160
c,m,71,{,2,233,930,2350,3450
c,m,71,V,1,250,770,1650,3420
c,m,71,V,2,230,690,1600,3350
c,m,71,A,1,242,970,1450,3260
c,m,71,A,2,225,1010,1650,3150
c,m,71,O,1,232,670,1160,3550
c,m,71,O,2,225,720,1260,3400
c,m,71,U,1,216,500,1640,3580
c,m,71,U,2,250,450,1440,3500
c,m,71,u,1,290,350,1160,3260
c,m,71,u,2,273,330,1090,3350
c,m,71,3',1,240,430,1800,2400
c,m,71,3',2,233,470,1840,2400
c,m,72,i,1,275,330,3050,3800
c,m,72,i,2,286,340,2860,3610
c,m,72,I,1,280,500,2720,3360
c,m,72,I,2,230,600,2750,3550
c,m,72,E,1,245,735,2450,3300
c,m,72,E,2,258,780,2560,3300
c,m,72,{,1,235,940,2020,2580
c,m,72,{,2,232,1070,2320,2900
c,m,72,V,1,268,860,1530,3100
c,m,72,V,2,256,970,1500,3050
c,m,72,A,1,245,780,1250,3180
c,m,72,A,2,236,970,970,3120
c,m,72,O,1,258,825,1210,3100
c,m,72,O,2,300,930,930,2900
c,m,72,U,1,260,490,1460,2860
c,m,72,U,2,286,570,1320,2840
c,m,72,u,1,275,470,1400,2800
c,m,72,u,2,286,370,1160,2800
c,m,72,3',1,268,510,1660,2100
c,m,72,3',2,250,480,1700,1830
c,f,73,i,1,295,380,3200,4000
c,f,73,i,2,267,350,3250,3700
c,f,73,I,1,294,380,2960,3800
c,f,73,I,2,300,520,2900,3600
c,f,73,E,1,280,670,2790,3600
c,f,73,E,2,275,620,2750,3500
c,f,73,{,1,262,1070,2380,3100
c,f,73,{,2,275,1130,2320,3110
c,f,73,V,1,290,700,1730,2960
c,f,73,V,2,270,725,1570,2900
c,f,73,A,1,278,1110,1630,2780
c,f,73,A,2,280,1130,1400,3000
c,f,73,O,1,292,580,930,2950
c,f,73,O,2,270,540,1070,3000
c,f,73,U,1,300,450,1350,3000
c,f,73,U,2,320,520,1600,3150
c,f,73,u,1,307,460,1460,3070
c,f,73,u,2,300,400,1700,3000
c,f,73,3',1,300,540,1770,2040
c,f,73,3',2,286,540,2050,2300
c,m,74,i,1,300,300,3250,3850
c,m,74,i,2,275,275,3280,3800
c,m,74,I,1,286,570,2850,3400
c,m,74,I,2,267,485,2630,3450
c,m,74,E,1,264,650,2880,3500
c,m,74,E,2,284,570,2900,3600
c,m,74,{,1,260,1300,2280,3130
c,m,74,{,2,260,1300,2160,3300
c,m,74,V,1,275,850,1540,3020
c,m,74,V,2,262,840,1580,2880
c,m,74,A,1,250,1230,1300,3200
c,m,74,A,2,286,1090,1230,2980
c,m,74,O,1,265,850,850,2920
c,m,74,O,2,285,685,1030,2900
c,m,74,U,1,283,540,1420,3050
c,m,74,U,2,300,600,1440,2900
c,m,74,u,1,280,390,1340,2830
c,m,74,u,2,284,340,1110,3080
c,m,74,3',1,280,530,1650,1740
c,m,74,3',2,286,550,1660,1770
c,m,75,i,1,265,370,2950,3400
c,m,75,i,2,290,370,2910,3480
c,m,75,I,1,271,515,2740,3280
c,m,75,I,2,290,485,2600,3200
c,m,75,E,1,262,630,2520,3150
c,m,75,E,2,272,565,2440,3120
c,m,75,{,1,262,970,2030,2880
c,m,75,{,2,275,915,2130,2900
c,m,75,V,1,270,810,1600,3230
c,m,75,V,2,280,760,1530,3180
c,m,75,A,1,270,810,1350,2940
c,m,75,A,2,275,1000,1360,3000
c,m,75,O,1,270,535,970,2960
c,m,75,O,2,275,550,1080,2850
c,m,75,U,1,275,550,1420,3040
c,m,75,U,2,295,570,1500,3000
c,m,75,u,1,283,510,1700,3020
c,m,75,u,2,278,500,1640,3050
c,m,75,3',1,261,522,1830,2350
c,m,75,3',2,282,530,1800,2250
c,f,76,i,1,320,350,3240,3760
c,f,76,i,2,344,344,3120,3640
c,f,76,I,1,308,590,2760,3500
c,f,76,I,2,320,540,2900,3500
c,f,76,E,1,307,830,2750,3650
c,f,76,E,2,308,800,2640,3540
c,f,76,{,1,294,1140,2450,3230
c,f,76,{,2,239,1130,2550,3150
c,f,76,V,1,310,930,1540,3120
c,f,76,V,2,315,950,1670,3150
c,f,76,A,1,350,1190,1470,3150
c,f,76,A,2,314,1070,1460,2950
c,f,76,O,1,300,910,1200,3180
c,f,76,O,2,330,830,1250,3250
c,f,76,U,1,327,630,1310,3270
c,f,76,U,2,322,610,1550,3400
c,f,76,u,1,345,520,1250,3460
c,f,76,u,2,334,500,1140,3380
c,f,76,3',1,308,740,1850,2160
c,f,76,3',2,328,660,1830,2200
